"Code","Abbrev Descrip","Logical Map","Historical Map","Sequence Number"
"V46.7","Car occupant w vs non-MV traf accdnt","V46.79","V46.71",3
"V46.7","Car occupant w vs non-MV traf accdnt","V46.79","V46.72",4
"V46.7","Car occupant w vs non-MV traf accdnt","V46.79","V46.73",5
"V46.9","Car occ vs non-MV unspec occ traf accdnt","V46.99","V46.99",0
"V46.9","Car occ vs non-MV unspec occ traf accdnt","V46.99","V46.98",1
"V46.9","Car occ vs non-MV unspec occ traf accdnt","V46.99","V46.90",2
"V46.9","Car occ vs non-MV unspec occ traf accdnt","V46.99","V46.91",3
"V46.9","Car occ vs non-MV unspec occ traf accdnt","V46.99","V46.92",4
"V46.9","Car occ vs non-MV unspec occ traf accdnt","V46.99","V46.93",5
"V47.0","Car occupant vs fix statnry drvr nontrf","V47.09","V47.09",0
"V47.0","Car occupant vs fix statnry drvr nontrf","V47.09","V47.08",1
"V47.0","Car occupant vs fix statnry drvr nontrf","V47.09","V47.00",2
"V47.0","Car occupant vs fix statnry drvr nontrf","V47.09","V47.01",3
"V47.0","Car occupant vs fix statnry drvr nontrf","V47.09","V47.02",4
"V47.0","Car occupant vs fix statnry drvr nontrf","V47.09","V47.03",5
"V47.1","Car occ w vs fix statnry pass nontrf","V47.19","V47.19",0
"V47.1","Car occ w vs fix statnry pass nontrf","V47.19","V47.18",1
"V47.1","Car occ w vs fix statnry pass nontrf","V47.19","V47.10",2
"V47.1","Car occ w vs fix statnry pass nontrf","V47.19","V47.11",3
"V47.1","Car occ w vs fix statnry pass nontrf","V47.19","V47.12",4
"V47.1","Car occ w vs fix statnry pass nontrf","V47.19","V47.13",5
"V47.2","Car occupant w vs fix statnry nontrf","V47.29","V47.29",0
"V47.2","Car occupant w vs fix statnry nontrf","V47.29","V47.28",1
"V47.2","Car occupant w vs fix statnry nontrf","V47.29","V47.20",2
"V47.2","Car occupant w vs fix statnry nontrf","V47.29","V47.21",3
"V47.2","Car occupant w vs fix statnry nontrf","V47.29","V47.22",4
"V47.2","Car occupant w vs fix statnry nontrf","V47.29","V47.23",5
"V47.3","Car occ w vs statnry unspec occ nontrf","V47.39","V47.39",0
"V47.3","Car occ w vs statnry unspec occ nontrf","V47.39","V47.38",1
"V47.3","Car occ w vs statnry unspec occ nontrf","V47.39","V47.30",2
"V47.3","Car occ w vs statnry unspec occ nontrf","V47.39","V47.31",3
"V47.3","Car occ w vs statnry unspec occ nontrf","V47.39","V47.32",4
"V47.3","Car occ w vs statnry unspec occ nontrf","V47.39","V47.33",5
"V47.4","Car occ w vs fix statnry board/alight","V47.49","V47.49",0
"V47.4","Car occ w vs fix statnry board/alight","V47.49","V47.48",1
"V47.4","Car occ w vs fix statnry board/alight","V47.49","V47.40",2
"V47.4","Car occ w vs fix statnry board/alight","V47.49","V47.41",3
"V47.4","Car occ w vs fix statnry board/alight","V47.49","V47.42",4
"V47.4","Car occ w vs fix statnry board/alight","V47.49","V47.43",5
"V47.5","Car occ w vs statnry drvr traf accdnt","V47.59","V47.59",0
"V47.5","Car occ w vs statnry drvr traf accdnt","V47.59","V47.58",1
"V47.5","Car occ w vs statnry drvr traf accdnt","V47.59","V47.50",2
"V47.5","Car occ w vs statnry drvr traf accdnt","V47.59","V47.51",3
"V47.5","Car occ w vs statnry drvr traf accdnt","V47.59","V47.52",4
"V47.5","Car occ w vs statnry drvr traf accdnt","V47.59","V47.53",5
"V47.6","Car occ w vs statnry pass traf accdnt","V47.69","V47.69",0
"V47.6","Car occ w vs statnry pass traf accdnt","V47.69","V47.68",1
"V47.6","Car occ w vs statnry pass traf accdnt","V47.69","V47.60",2
"V47.6","Car occ w vs statnry pass traf accdnt","V47.69","V47.61",3
"V47.6","Car occ w vs statnry pass traf accdnt","V47.69","V47.62",4
"V47.6","Car occ w vs statnry pass traf accdnt","V47.69","V47.63",5
"V47.7","Car occupant w vs statnry traf accdnt","V47.79","V47.79",0
"V47.7","Car occupant w vs statnry traf accdnt","V47.79","V47.78",1
"V47.7","Car occupant w vs statnry traf accdnt","V47.79","V47.70",2
"V47.7","Car occupant w vs statnry traf accdnt","V47.79","V47.71",3
"V47.7","Car occupant w vs statnry traf accdnt","V47.79","V47.72",4
"V47.7","Car occupant w vs statnry traf accdnt","V47.79","V47.73",5
"V47.9","Car occ w vs statnry ?occ traf accdnt","V47.99","V47.99",0
"V47.9","Car occ w vs statnry ?occ traf accdnt","V47.99","V47.98",1
"V47.9","Car occ w vs statnry ?occ traf accdnt","V47.99","V47.90",2
"V47.9","Car occ w vs statnry ?occ traf accdnt","V47.99","V47.91",3
"V47.9","Car occ w vs statnry ?occ traf accdnt","V47.99","V47.92",4
"V47.9","Car occ w vs statnry ?occ traf accdnt","V47.99","V47.93",5
"V48.0","Car occupant noncol trnspt drvr nontrf","V48.09","V48.09",0
"V48.0","Car occupant noncol trnspt drvr nontrf","V48.09","V48.08",1
"V48.0","Car occupant noncol trnspt drvr nontrf","V48.09","V48.00",2
"V48.0","Car occupant noncol trnspt drvr nontrf","V48.09","V48.01",3
"V48.0","Car occupant noncol trnspt drvr nontrf","V48.09","V48.02",4
"V48.0","Car occupant noncol trnspt drvr nontrf","V48.09","V48.03",5
"V48.1","Car occupant noncol trnspt pass nontrf","V48.19","V48.19",0
"V48.1","Car occupant noncol trnspt pass nontrf","V48.19","V48.18",1
"V48.1","Car occupant noncol trnspt pass nontrf","V48.19","V48.10",2
"V48.1","Car occupant noncol trnspt pass nontrf","V48.19","V48.11",3
"V48.1","Car occupant noncol trnspt pass nontrf","V48.19","V48.12",4
"V48.1","Car occupant noncol trnspt pass nontrf","V48.19","V48.13",5
"V48.2","Car occupant noncol trnspt nontrf","V48.29","V48.29",0
"V48.2","Car occupant noncol trnspt nontrf","V48.29","V48.28",1
"V48.2","Car occupant noncol trnspt nontrf","V48.29","V48.20",2
"V48.2","Car occupant noncol trnspt nontrf","V48.29","V48.21",3
"V48.2","Car occupant noncol trnspt nontrf","V48.29","V48.22",4
"V48.2","Car occupant noncol trnspt nontrf","V48.29","V48.23",5
"V48.3","Car occ noncol trnspt unspec occ nontrf","V48.39","V48.39",0
"V48.3","Car occ noncol trnspt unspec occ nontrf","V48.39","V48.38",1
"V48.3","Car occ noncol trnspt unspec occ nontrf","V48.39","V48.30",2
"V48.3","Car occ noncol trnspt unspec occ nontrf","V48.39","V48.31",3
"V48.3","Car occ noncol trnspt unspec occ nontrf","V48.39","V48.32",4
"V48.3","Car occ noncol trnspt unspec occ nontrf","V48.39","V48.33",5
"V48.4","Car occupant noncol trnspt board/algt","V48.49","V48.49",0
"V48.4","Car occupant noncol trnspt board/algt","V48.49","V48.48",1
"V48.4","Car occupant noncol trnspt board/algt","V48.49","V48.40",2
"V48.4","Car occupant noncol trnspt board/algt","V48.49","V48.41",3
"V48.4","Car occupant noncol trnspt board/algt","V48.49","V48.42",4
"V48.4","Car occupant noncol trnspt board/algt","V48.49","V48.43",5
"V48.5","Car occ noncol trnspt drvr traf accdnt","V48.59","V48.59",0
"V48.5","Car occ noncol trnspt drvr traf accdnt","V48.59","V48.58",1
"V48.5","Car occ noncol trnspt drvr traf accdnt","V48.59","V48.50",2
"V48.5","Car occ noncol trnspt drvr traf accdnt","V48.59","V48.51",3
"V48.5","Car occ noncol trnspt drvr traf accdnt","V48.59","V48.52",4
"V48.5","Car occ noncol trnspt drvr traf accdnt","V48.59","V48.53",5
"V48.6","Car occ noncol trnspt pass traf accdnt","V48.69","V48.69",0
"V48.6","Car occ noncol trnspt pass traf accdnt","V48.69","V48.68",1
"V48.6","Car occ noncol trnspt pass traf accdnt","V48.69","V48.60",2
"V48.6","Car occ noncol trnspt pass traf accdnt","V48.69","V48.61",3
"V48.6","Car occ noncol trnspt pass traf accdnt","V48.69","V48.62",4
"V48.6","Car occ noncol trnspt pass traf accdnt","V48.69","V48.63",5
"V48.7","Car occupant noncol trnspt traf accdnt","V48.79","V48.79",0
"V48.7","Car occupant noncol trnspt traf accdnt","V48.79","V48.78",1
"V48.7","Car occupant noncol trnspt traf accdnt","V48.79","V48.70",2
"V48.7","Car occupant noncol trnspt traf accdnt","V48.79","V48.71",3
"V48.7","Car occupant noncol trnspt traf accdnt","V48.79","V48.72",4
"V48.7","Car occupant noncol trnspt traf accdnt","V48.79","V48.73",5
"V48.9","Car occ noncol trnspt ?occ traf accdnt","V48.99","V48.99",0
"V48.9","Car occ noncol trnspt ?occ traf accdnt","V48.99","V48.98",1
"V48.9","Car occ noncol trnspt ?occ traf accdnt","V48.99","V48.90",2
"V48.9","Car occ noncol trnspt ?occ traf accdnt","V48.99","V48.91",3
"V48.9","Car occ noncol trnspt ?occ traf accdnt","V48.99","V48.92",4
"V48.9","Car occ noncol trnspt ?occ traf accdnt","V48.99","V48.93",5
"V80.0","Rdr occ fall anml/drawn veh noncol","V80.09","V80.09",0
"V80.0","Rdr occ fall anml/drawn veh noncol","V80.09","V80.00",1
"V80.0","Rdr occ fall anml/drawn veh noncol","V80.09","V80.01",2
"V86.0","Driver all-terrain/off-road MV traffic","V86.09","V86.09",0
"V86.0","Driver all-terrain/off-road MV traffic","V86.09","V86.00",1
"V86.0","Driver all-terrain/off-road MV traffic","V86.09","V86.01",2
"V86.0","Driver all-terrain/off-road MV traffic","V86.09","V86.02",3
"V86.1","Pass all-terrain/off-road MV traf accdnt","V86.19","V86.19",0
"V86.1","Pass all-terrain/off-road MV traf accdnt","V86.19","V86.10",1
"V86.1","Pass all-terrain/off-road MV traf accdnt","V86.19","V86.11",2
"V86.1","Pass all-terrain/off-road MV traf accdnt","V86.19","V86.12",3
"V86.2","Person outside off-road MV traf accdnt","V86.29","V86.29",0
"V86.2","Person outside off-road MV traf accdnt","V86.29","V86.20",1
"V86.2","Person outside off-road MV traf accdnt","V86.29","V86.21",2
"V86.2","Person outside off-road MV traf accdnt","V86.29","V86.22",3
"V86.3","?occupant of off-road MV traf accdnt","V86.39","V86.39",0
"V86.3","?occupant of off-road MV traf accdnt","V86.39","V86.30",1
"V86.3","?occupant of off-road MV traf accdnt","V86.39","V86.31",2
"V86.3","?occupant of off-road MV traf accdnt","V86.39","V86.32",3
"V86.4","Person board/algt from off-road MV","V86.49","V86.49",0
"V86.4","Person board/algt from off-road MV","V86.49","V86.40",1
"V86.4","Person board/algt from off-road MV","V86.49","V86.41",2
"V86.4","Person board/algt from off-road MV","V86.49","V86.42",3
"V86.5","Driver all-terrain/off-road MV nontrf","V86.59","V86.59",0
"V86.5","Driver all-terrain/off-road MV nontrf","V86.59","V86.50",1
"V86.5","Driver all-terrain/off-road MV nontrf","V86.59","V86.51",2
"V86.5","Driver all-terrain/off-road MV nontrf","V86.59","V86.52",3
"V86.6","Pass all-terrain/off-road MV nontrf","V86.69","V86.69",0
"V86.6","Pass all-terrain/off-road MV nontrf","V86.69","V86.60",1
"V86.6","Pass all-terrain/off-road MV nontrf","V86.69","V86.61",2
"V86.6","Pass all-terrain/off-road MV nontrf","V86.69","V86.62",3
"V86.7","Person outside off-road MV nontrf","V86.79","V86.79",0
"V86.7","Person outside off-road MV nontrf","V86.79","V86.70",1
"V86.7","Person outside off-road MV nontrf","V86.79","V86.71",2
"V86.7","Person outside off-road MV nontrf","V86.79","V86.72",3
"V86.9","?occupant of off-road MV nontrf","V86.99","V86.99",0
"V86.9","?occupant of off-road MV nontrf","V86.99","V86.90",1
"V86.9","?occupant of off-road MV nontrf","V86.99","V86.91",2
"V86.9","?occupant of off-road MV nontrf","V86.99","V86.92",3
"W01","Fall same lvl from slip trip & stumble","W01.0","W01.0",0
"W01","Fall same lvl from slip trip & stumble","W01.0","W01.1",1
"W01","Fall same lvl from slip trip & stumble","W01.0","W01.2",2
"W02","Fall ice/roller skates skis skateboards","W02.0","W02.0",0
"W02","Fall ice/roller skates skis skateboards","W02.0","W02.1",1
"W02","Fall ice/roller skates skis skateboards","W02.0","W02.2",2
"W02","Fall ice/roller skates skis skateboards","W02.0","W02.3",3
"W02","Fall ice/roller skates skis skateboards","W02.0","W02.4",4
"W02","Fall ice/roller skates skis skateboards","W02.0","W02.5",5
"W09","Fall involving playground equipment","W09.9","W09.9",0
"W09","Fall involving playground equipment","W09.9","W09.8",1
"W09","Fall involving playground equipment","W09.9","W09.0",2
"W09","Fall involving playground equipment","W09.9","W09.1",3
"W09","Fall involving playground equipment","W09.9","W09.2",4
"W09","Fall involving playground equipment","W09.9","W09.3",5
"W09","Fall involving playground equipment","W09.9","W09.4",6
"W09","Fall involving playground equipment","W09.9","W09.5",7
"W09","Fall involving playground equipment","W09.9","W09.6",8
"W21","Striking against/struck by spt equipmt","W21.9","W21.9",0
"W21","Striking against/struck by spt equipmt","W21.9","W21.8",1
"W21","Striking against/struck by spt equipmt","W21.9","W21.0",2
"W21","Striking against/struck by spt equipmt","W21.9","W21.1",3
"W21","Striking against/struck by spt equipmt","W21.9","W21.2",4
"W23","Caught crush jam or pinch bw objects","W23.8","W23.8",0
"W23","Caught crush jam or pinch bw objects","W23.8","W23.0",1
"W30","Contact with agricultural machinery","W30.9","W30.9",0
"W30","Contact with agricultural machinery","W30.9","W30.8",1
"W30","Contact with agricultural machinery","W30.9","W30.0",2
"W30","Contact with agricultural machinery","W30.9","W30.1",3
"W30","Contact with agricultural machinery","W30.9","W30.29",4
"W30","Contact with agricultural machinery","W30.9","W30.28",5
"W30","Contact with agricultural machinery","W30.9","W30.20",6
"W30","Contact with agricultural machinery","W30.9","W30.21",7
"W30","Contact with agricultural machinery","W30.9","W30.22",8
"W30","Contact with agricultural machinery","W30.9","W30.23",9
"W30","Contact with agricultural machinery","W30.9","W30.24",10
"W30","Contact with agricultural machinery","W30.9","W30.3",11
"W31","Contact w oth and unspecified machinery","W31.9","W31.9",0
"W31","Contact w oth and unspecified machinery","W31.9","W31.8",1
"W31","Contact w oth and unspecified machinery","W31.9","W31.0",2
"W31","Contact w oth and unspecified machinery","W31.9","W31.1",3
"W31","Contact w oth and unspecified machinery","W31.9","W31.2",4
"W31","Contact w oth and unspecified machinery","W31.9","W31.3",5
"W31","Contact w oth and unspecified machinery","W31.9","W31.4",6
"W54","Bitten or struck by dog","W54.8","W54.8",0
"W54","Bitten or struck by dog","W54.8","W55.0",1
"W55","Bitten or struck by other mammals","W55.8","W55.8",0
"W55","Bitten or struck by other mammals","W55.8","W55.0",1
"W56","Contact with marine animal","W56.9","W56.9",0
"W56","Contact with marine animal","W56.9","W56.8",1
"W56","Contact with marine animal","W56.9","W56.0",2
"W59","Bitten or crushed by other reptiles","W59.8","W59.8",0
"W59","Bitten or crushed by other reptiles","W59.8","W59.1",1
"W59","Bitten or crushed by other reptiles","W59.8","W59.0",2
"W65","Drowning & submersion while in bath-tub","W65.0","W65.0",0
"W65","Drowning & submersion while in bath-tub","W65.0","W65.1",1
"W66","Drowning & submersion fall into bath-tub","W66.0","W66.0",0
"W66","Drowning & submersion fall into bath-tub","W66.0","W66.1",1
"W67","Drowning submrs while in swim-pool","W67.0","W67.0",0
"W67","Drowning submrs while in swim-pool","W67.0","W67.1",1
"W68","Drowning submersion fall in swim-pool","W68.0","W68.0",0
"W68","Drowning submersion fall in swim-pool","W68.0","W68.1",1
"X10","Contact hot drink food fat cooking oil","X10.0","X10.0",0
"X10","Contact hot drink food fat cooking oil","X10.0","X10.1",1
"X10","Contact hot drink food fat cooking oil","X10.0","X10.2",2
"X11","Contact with hot tap-water","X11.9","X11.9",0
"X11","Contact with hot tap-water","X11.9","X11.8",1
"X11","Contact with hot tap-water","X11.9","X11.0",2
"X11","Contact with hot tap-water","X11.9","X11.1",3
"X13","Contact with steam and hot vapours","X13.9","X13.9",0
"X13","Contact with steam and hot vapours","X13.9","X13.8",1
"X13","Contact with steam and hot vapours","X13.9","X13.0",2
"X13","Contact with steam and hot vapours","X13.9","X13.1",3
"X20","Contact with venomous snakes and lizards","X20.09","X20.09",0
"X20","Contact with venomous snakes and lizards","X20.09","X20.08",1
"X20","Contact with venomous snakes and lizards","X20.09","X20.00",2
"X20","Contact with venomous snakes and lizards","X20.09","X20.01",3
"X20","Contact with venomous snakes and lizards","X20.09","X20.02",4
"X20","Contact with venomous snakes and lizards","X20.09","X20.03",5
"X20","Contact with venomous snakes and lizards","X20.09","X20.04",6
"X20","Contact with venomous snakes and lizards","X20.09","X20.05",7
"X20","Contact with venomous snakes and lizards","X20.09","X20.1",8
"X21","Contact with spiders","X21.9","X21.9",0
"X21","Contact with spiders","X21.9","X21.8",1
"X21","Contact with spiders","X21.9","X21.0",2
"X21","Contact with spiders","X21.9","X21.1",3
"X21","Contact with spiders","X21.9","X21.2",4
"X25","Contact w oth spec venomous arthropods","X25.9","X25.9",0
"X25","Contact w oth spec venomous arthropods","X25.9","X25.8",1
"X25","Contact w oth spec venomous arthropods","X25.9","X25.09",2
"X25","Contact w oth spec venomous arthropods","X25.9","X25.08",3
"X25","Contact w oth spec venomous arthropods","X25.9","X25.00",4
"X25","Contact w oth spec venomous arthropods","X25.9","X25.01",5
"X25","Contact w oth spec venomous arthropods","X25.9","X25.02",6
"X25","Contact w oth spec venomous arthropods","X25.9","X25.1",7
"X25","Contact w oth spec venomous arthropods","X25.9","X25.2",8
"X26","Contact w venomous marine anml & plants","X26.9","X26.9",0
"X26","Contact w venomous marine anml & plants","X26.9","X26.8",1
"X26","Contact w venomous marine anml & plants","X26.9","X26.09",2
"X26","Contact w venomous marine anml & plants","X26.9","X26.08",3
"X26","Contact w venomous marine anml & plants","X26.9","X26.00",4
"X26","Contact w venomous marine anml & plants","X26.9","X26.01",5
"X26","Contact w venomous marine anml & plants","X26.9","X26.02",6
"X26","Contact w venomous marine anml & plants","X26.9","X26.18",7
"X26","Contact w venomous marine anml & plants","X26.9","X26.10",8
"X26","Contact w venomous marine anml & plants","X26.9","X26.2",9
"X26","Contact w venomous marine anml & plants","X26.9","X26.3",10
"X27","Contact w oth specified venomous animals","X27.8","X27.8",0
"X27","Contact w oth specified venomous animals","X27.8","X27.0",1
"X47","Accid poisn oth gases & vapours","X47.9","X47.9",0
"X47","Accid poisn oth gases & vapours","X47.9","X47.8",1
"X47","Accid poisn oth gases & vapours","X47.9","X47.0",2
"X47","Accid poisn oth gases & vapours","X47.9","X47.1",3
"X47","Accid poisn oth gases & vapours","X47.9","X47.2",4
"X67","Intent selfpoison oth gases & vapours","X67.9","X67.9",0
"X67","Intent selfpoison oth gases & vapours","X67.9","X67.8",1
"X67","Intent selfpoison oth gases & vapours","X67.9","X67.0",2
"X67","Intent selfpoison oth gases & vapours","X67.9","X67.1",3
"X67","Intent selfpoison oth gases & vapours","X67.9","X67.2",4
"X71","Intentional selfharm by drowning","X71.9","X71.9",0
"X71","Intentional selfharm by drowning","X71.9","X71.8",1
"X71","Intentional selfharm by drowning","X71.9","X71.0",2
"X71","Intentional selfharm by drowning","X71.9","X71.1",3
"X71","Intentional selfharm by drowning","X71.9","X71.2",4
"X78","Intentional selfharm by sharp object","X78.9","X78.9",0
"X78","Intentional selfharm by sharp object","X78.9","X78.8",1
"X78","Intentional selfharm by sharp object","X78.9","X78.0",2
"X78","Intentional selfharm by sharp object","X78.9","X78.1",3
"X78","Intentional selfharm by sharp object","X78.9","X78.2",4
"X78","Intentional selfharm by sharp object","X78.9","X78.3",5
"X82","Intentional selfharm by crashing of MV","X82.9","X82.9",0
"X82","Intentional selfharm by crashing of MV","X82.9","X82.8",1
"X82","Intentional selfharm by crashing of MV","X82.9","X82.0",2
"X82","Intentional selfharm by crashing of MV","X82.9","X82.1",3
"X82","Intentional selfharm by crashing of MV","X82.9","X82.2",4
"X82","Intentional selfharm by crashing of MV","X82.9","X82.3",5
"X82","Intentional selfharm by crashing of MV","X82.9","X82.4",6
"X82","Intentional selfharm by crashing of MV","X82.9","X82.5",7
"X85","Assault by drug medts biol subs","X85.09","X85.09",0
"X85","Assault by drug medts biol subs","X85.09","X85.08",1
"X85","Assault by drug medts biol subs","X85.09","X85.00",2
"X85","Assault by drug medts biol subs","X85.09","X85.01",3
"X85","Assault by drug medts biol subs","X85.09","X85.02",4
"X85","Assault by drug medts biol subs","X85.09","X85.03",5
"X85","Assault by drug medts biol subs","X85.09","X85.04",6
"X85","Assault by drug medts biol subs","X85.09","X85.05",7
"X85","Assault by drug medts biol subs","X85.09","X85.06",8
"X85","Assault by drug medts biol subs","X85.09","X85.07",9
"X86","Assault by corrosive substance","X86.09","X86.09",0
"X86","Assault by corrosive substance","X86.09","X86.08",1
"X86","Assault by corrosive substance","X86.09","X86.00",2
"X86","Assault by corrosive substance","X86.09","X86.01",3
"X86","Assault by corrosive substance","X86.09","X86.02",4
"X86","Assault by corrosive substance","X86.09","X86.03",5
"X86","Assault by corrosive substance","X86.09","X86.04",6
"X86","Assault by corrosive substance","X86.09","X86.05",7
"X86","Assault by corrosive substance","X86.09","X86.06",8
"X86","Assault by corrosive substance","X86.09","X86.07",9
"X87","Assault by pesticides","X87.09","X87.09",0
"X87","Assault by pesticides","X87.09","X87.08",1
"X87","Assault by pesticides","X87.09","X87.00",2
"X87","Assault by pesticides","X87.09","X87.01",3
"X87","Assault by pesticides","X87.09","X87.02",4
"X87","Assault by pesticides","X87.09","X87.03",5
"X87","Assault by pesticides","X87.09","X87.04",6
"X87","Assault by pesticides","X87.09","X87.05",7
"X87","Assault by pesticides","X87.09","X87.06",8
"X87","Assault by pesticides","X87.09","X87.07",9
"X88","Assault by gases and vapours","X88.09","X88.09",0
"X88","Assault by gases and vapours","X88.09","X88.08",1
"X88","Assault by gases and vapours","X88.09","X88.00",2
"X88","Assault by gases and vapours","X88.09","X88.01",3
"X88","Assault by gases and vapours","X88.09","X88.02",4
"X88","Assault by gases and vapours","X88.09","X88.03",5
"X88","Assault by gases and vapours","X88.09","X88.04",6
"X88","Assault by gases and vapours","X88.09","X88.05",7
"X88","Assault by gases and vapours","X88.09","X88.06",8
"X88","Assault by gases and vapours","X88.09","X88.07",9
"X89","Assault by oth spec chem nox subs","X89.09","X89.09",0
"X89","Assault by oth spec chem nox subs","X89.09","X89.08",1
"X89","Assault by oth spec chem nox subs","X89.09","X89.00",2
"X89","Assault by oth spec chem nox subs","X89.09","X89.01",3
"X89","Assault by oth spec chem nox subs","X89.09","X89.02",4
"X89","Assault by oth spec chem nox subs","X89.09","X89.03",5
"X89","Assault by oth spec chem nox subs","X89.09","X89.04",6
"X89","Assault by oth spec chem nox subs","X89.09","X89.05",7
"X89","Assault by oth spec chem nox subs","X89.09","X89.06",8
"X89","Assault by oth spec chem nox subs","X89.09","X89.07",9
"X90","Assault by unspec chem nox subs","X90.09","X90.09",0
"X90","Assault by unspec chem nox subs","X90.09","X90.08",1
"X90","Assault by unspec chem nox subs","X90.09","X90.00",2
"X90","Assault by unspec chem nox subs","X90.09","X90.01",3
"X90","Assault by unspec chem nox subs","X90.09","X90.02",4
"X90","Assault by unspec chem nox subs","X90.09","X90.03",5
"X90","Assault by unspec chem nox subs","X90.09","X90.04",6
"X90","Assault by unspec chem nox subs","X90.09","X90.05",7
"X90","Assault by unspec chem nox subs","X90.09","X90.06",8
"X90","Assault by unspec chem nox subs","X90.09","X90.07",9
"X91","Assault by hanging strangltn suffn","X91.09","X91.09",0
"X91","Assault by hanging strangltn suffn","X91.09","X91.08",1
"X91","Assault by hanging strangltn suffn","X91.09","X91.00",2
"X91","Assault by hanging strangltn suffn","X91.09","X91.01",3
"X91","Assault by hanging strangltn suffn","X91.09","X91.02",4
"X91","Assault by hanging strangltn suffn","X91.09","X91.03",5
"X91","Assault by hanging strangltn suffn","X91.09","X91.04",6
"X91","Assault by hanging strangltn suffn","X91.09","X91.05",7
"X91","Assault by hanging strangltn suffn","X91.09","X91.06",8
"X91","Assault by hanging strangltn suffn","X91.09","X91.07",9
"X92","Assault by drowning and submersion","X92.99","X92.99",0
"X92","Assault by drowning and submersion","X92.99","X92.98",1
"X92","Assault by drowning and submersion","X92.99","X92.90",2
"X92","Assault by drowning and submersion","X92.99","X92.91",3
"X92","Assault by drowning and submersion","X92.99","X92.92",4
"X92","Assault by drowning and submersion","X92.99","X92.93",5
"X92","Assault by drowning and submersion","X92.99","X92.94",6
"X92","Assault by drowning and submersion","X92.99","X92.95",7
"X92","Assault by drowning and submersion","X92.99","X92.96",8
"X92","Assault by drowning and submersion","X92.99","X92.97",9
"X92","Assault by drowning and submersion","X92.99","X92.89",10
"X92","Assault by drowning and submersion","X92.99","X92.88",11
"X92","Assault by drowning and submersion","X92.99","X92.80",12
"X92","Assault by drowning and submersion","X92.99","X92.81",13
"X92","Assault by drowning and submersion","X92.99","X92.82",14
"X92","Assault by drowning and submersion","X92.99","X92.83",15
"X92","Assault by drowning and submersion","X92.99","X92.84",16
"X92","Assault by drowning and submersion","X92.99","X92.85",17
"X92","Assault by drowning and submersion","X92.99","X92.86",18
"X92","Assault by drowning and submersion","X92.99","X92.87",19
"X92","Assault by drowning and submersion","X92.99","X92.09",20
"X92","Assault by drowning and submersion","X92.99","X92.08",21
"X92","Assault by drowning and submersion","X92.99","X92.00",22
"X92","Assault by drowning and submersion","X92.99","X92.01",23
"X92","Assault by drowning and submersion","X92.99","X92.02",24
"X92","Assault by drowning and submersion","X92.99","X92.03",25
"X92","Assault by drowning and submersion","X92.99","X92.04",26
"X92","Assault by drowning and submersion","X92.99","X92.05",27
"X92","Assault by drowning and submersion","X92.99","X92.06",28
"X92","Assault by drowning and submersion","X92.99","X92.07",29
"X92","Assault by drowning and submersion","X92.99","X92.19",30
"X92","Assault by drowning and submersion","X92.99","X92.18",31
"X92","Assault by drowning and submersion","X92.99","X92.10",32
"X92","Assault by drowning and submersion","X92.99","X92.11",33
"X92","Assault by drowning and submersion","X92.99","X92.12",34
"X92","Assault by drowning and submersion","X92.99","X92.13",35
"X92","Assault by drowning and submersion","X92.99","X92.14",36
"X92","Assault by drowning and submersion","X92.99","X92.15",37
"X92","Assault by drowning and submersion","X92.99","X92.16",38
"X92","Assault by drowning and submersion","X92.99","X92.17",39
"X92","Assault by drowning and submersion","X92.99","X92.29",40
"X92","Assault by drowning and submersion","X92.99","X92.28",41
"X92","Assault by drowning and submersion","X92.99","X92.20",42
"X92","Assault by drowning and submersion","X92.99","X92.21",43
"X92","Assault by drowning and submersion","X92.99","X92.22",44
"X92","Assault by drowning and submersion","X92.99","X92.23",45
"X92","Assault by drowning and submersion","X92.99","X92.24",46
"X92","Assault by drowning and submersion","X92.99","X92.25",47
"X92","Assault by drowning and submersion","X92.99","X92.26",48
"X92","Assault by drowning and submersion","X92.99","X92.27",49
"X93","Assault by handgun discharge","X93.09","X93.09",0
"X93","Assault by handgun discharge","X93.09","X93.08",1
"X93","Assault by handgun discharge","X93.09","X93.00",2
"X93","Assault by handgun discharge","X93.09","X93.01",3
"X93","Assault by handgun discharge","X93.09","X93.02",4
"X93","Assault by handgun discharge","X93.09","X93.03",5
"X93","Assault by handgun discharge","X93.09","X93.04",6
"X93","Assault by handgun discharge","X93.09","X93.05",7
"X93","Assault by handgun discharge","X93.09","X93.06",8
"X93","Assault by handgun discharge","X93.09","X93.07",9
"X95.1","Assault by air rifle discharge","X95.19","X95.19",0
"X95.1","Assault by air rifle discharge","X95.19","X95.18",1
"X95.1","Assault by air rifle discharge","X95.19","X95.10",2
"X95.1","Assault by air rifle discharge","X95.19","X95.11",3
"X95.1","Assault by air rifle discharge","X95.19","X95.12",4
"X95.1","Assault by air rifle discharge","X95.19","X95.13",5
"X95.1","Assault by air rifle discharge","X95.19","X95.14",6
"X95.1","Assault by air rifle discharge","X95.19","X95.15",7
"X95.1","Assault by air rifle discharge","X95.19","X95.16",8
"X95.1","Assault by air rifle discharge","X95.19","X95.17",9
"X95.2","Assault by shotgun discharge","X95.29","X95.29",0
"X95.2","Assault by shotgun discharge","X95.29","X95.28",1
